order_id,customer_name,country_code,phone,email,product_name,amount,payment_mode,order_date,order_time
ORD00209,Priya Iyer,AU,863463023,priya118@gmail.com,Monitor,38833,upi,99-99-9999,14:17:50
ORD00001,Karan Singh,MY,041351471,karan31@gmail.com,Phone,14199,cod,2024-11-16,23:25:29
ORD00198,Rahul Brown,AU,523768388,rahul107@gmail.com,Phone,-1000,wallet,2024-07-02,20:06:00
ORD00127,Riya Sharma,IN,9887524805,riya36@gmail.com,Headphones,16173,bitcoin,2023-01-02,13:16:40
ORD00013,John Singh,SG,90997591,john12@gmail.com,Laptop,23735,wallet,2025-01-11,21:54:26
ORD00018,Ananya Sharma,US,9072304828,ananya17@gmail.com,Keyboard,19941,wallet,2025-08-15,07:18:33
ORD00073,Priya Singh,US,7983823332,priya72@gmail.com,Phone,17517,netbanking,2024-09-19,03:15:15
ORD00109,John Sharma,SG,,john18@gmail.com,Keyboard,40242,card,2025-10-13,05:53:02
ORD00192,Emma Mehta,MY,12345,emma101@gmail.com,Laptop,8568,upi,2023-05-11,23:12:08
ORD00156,Ananya Sharma,AE,631642855,ananya65@gmail.com,,21374,upi,2024-09-07,04:25:51
ORD00123,Sneha Patel,AE,413934120,sneha32@gmail.com,Camera,-1000,cod,2025-05-19,04:27:18
ORD00277,Priya Smith,US,7403036173,priya186@gmail.com,Camera,16328,paypal,2024-06-17,23:52:53
ORD00068,Riya Iyer,MY,350332924,riya67@gmail.com,Keyboard,28635,card,2025-11-18,12:24:47
ORD00206,Karan Kumar,XX,5587247108,karan115@gmail.com,Mouse,36762,upi,2025-09-02,01:11:46
ORD00142,John Brown,AU,000155722,john51@gmail.com,Tablet,25330,cash,99-99-9999,06:35:09
ORD00009,Ananya Mehta,US,2858129660,ananya8@gmail.com,Tablet,29901,cod,2023-02-12,11:28:55
ORD00084,Amit Sharma,SG,01377885,amit83@gmail.com,Tablet,45571,wallet,2025-09-23,03:01:54
ORD00103,Ananya Sharma,AU,727500704,ananya12@gmail.com,Phone,26177,paypal,2023-10-06,10:11:57
ORD00014,Karan Iyer,US,7532606684,karan13@gmail.com,Tablet,36736,wallet,2025-01-24,02:58:18
ORD00059,Sneha Smith,US,2836562495,sneha58@gmail.com,Camera,35134,cod,2025-06-05,21:41:00
ORD00104,Priya Singh,SG,91558399,priya13@gmail.com,Camera,32427,crypto,2024-03-11,17:05:18
ORD00168,Arjun Brown,GB,1741451240,arjun77@gmail.com,Mouse,-1000,cod,2024-04-28,21:37:37
ORD00108,Karan Iyer,US,0502702012,karan17@gmail.com,,14741,cod,2025-07-20,05:06:51
ORD00173,Karan Mehta,US,7843943697,karan82@gmail.com,,12747,card,2025-11-07,10:47:24
ORD00124,Emma Mehta,AE,937274655,emma33@gmail.com,Laptop,25747,upi,2024-07-11,99:00:00
ORD00051,Sneha Iyer,GB,4399043970,sneha50@gmail.com,Tablet,10484,upi,2023-11-27,10:02:06
ORD00233,Emma Kumar,AU,12345,emma142@gmail.com,Mouse,5025,netbanking,2023-03-19,05:43:38
ORD00238,Rahul Kumar,XX,6875448638,rahul147@gmail.com,Laptop,16233,card,2023-12-17,14:29:55
ORD00027,Ananya Sharma,AU,945505804,ananya26@gmail.com,Phone,24906,cod,2024-01-12,19:20:28
ORD00139,Rahul Patel,GB,7228671707,rahul48@gmail.com,Laptop,14484,crypto,2025-04-07,01:35:46
ORD00235,Emma Mehta,AE,,emma144@gmail.com,Laptop,21694,wallet,2023-07-11,05:03:08
ORD00082,Sneha Brown,US,7204890376,sneha81@gmail.com,Tablet,19510,upi,2024-09-05,01:46:57
ORD00250,Ananya Sharma,XX,4792004907,ananya159@gmail.com,Mouse,31481,upi,2024-10-30,00:48:21
ORD00197,Ananya Brown,IN,,ananya106@gmail.com,Keyboard,13877,upi,2023-01-22,03:41:22
ORD00131,Priya Singh,GB,6264928505,priya40@gmail.com,Mouse,ten thousand,cod,2023-10-12,11:53:00
ORD00215,Karan Mehta,XX,261235088,karan124@gmail.com,Mouse,5215,upi,2023-08-16,08:06:24
ORD00153,John Iyer,AU,140124334,john62@gmail.com,Mouse,35800,upi,2023-01-11,24:61:10
ORD00078,Riya Mehta,SG,11737636,riya77@gmail.com,Mouse,21225,netbanking,2025-12-28,22:17:42
ORD00135,Amit Iyer,MY,720823329,amit44@gmail.com,Headphones,15503,crypto,2023-06-05,22:32:41
ORD00022,Ananya Brown,MY,836170427,ananya21@gmail.com,Phone,8356,cash,2025-07-31,11:35:39
ORD00295,Amit Kumar,MY,503215083,amit204@gmail.com,Monitor,39866,netbanking,2025-02-30,04:31:16
ORD00216,Sneha Sharma,US,0411378737,abc@,Mouse,28870,cod,2024-06-02,00:58:56
ORD00102,Emma Smith,SG,56145331,emma11@gmail.com,,46466,netbanking,2024-11-30,18:59:55
ORD00234,Priya Singh,SG,94606971,,Camera,12729,card,2025-06-18,14:27:50
ORD00220,Sneha Patel,SG,,sneha129@gmail.com,Mouse,40329,cash,2025-10-01,02:10:09
ORD00292,Emma Smith,SG,32146300,emma201@gmail.com,,22016,wallet,2023-11-09,04:33:57
ORD00069,Rahul Patel,SG,99323075,rahul68@gmail.com,Headphones,13454,cod,2025-03-13,12:35:58
ORD00174,Emma Brown,IN,9543246827,emma83@gmail.com,,49202,upi,2025-12-16,15:29:00
ORD00214,Karan Smith,US,2364372509,karan123@gmail.com,Mouse,12810,crypto,2023-12-28,23:17:33
ORD00264,Karan Mehta,SG,80889109,,Mouse,6570,cash,2023-03-04,21:33:39
ORD00236,Karan Sharma,GB,1074661015,karan145@gmail.com,Tablet,38082,  card  ,2023-05-16,09:56:48
ORD00290,Arjun Brown,AE,12345,arjun199@gmail.com,Keyboard,41281,upi,2024-07-10,17:15:28
ORD00101,Karan Mehta,GB,7918502666,karan10@gmail.com,Monitor,34385,upi,2024-09-23,12:90:80
ORD00072,John Iyer,IN,7582277993,john71@gmail.com,Phone,27810,cash,2025-08-02,02:42:47
ORD00105,Ananya Kumar,AU,901139703,ananya14@gmail.com,Tablet,24966,crypto,2023-05-13,10:27:07
ORD00251,Emma Singh,SG,84927244,emma160@gmail.com,Phone,15219,card,2025-02-30,01:04:39
ORD00087,Rahul Iyer,MY,476097733,rahul86@gmail.com,Camera,7992,netbanking,2025-02-10,11:06:41
ORD00190,Ananya Smith,XX,810488333,ananya99@gmail.com,Headphones,29017,cod,2025-02-24,08:34:18
ORD00262,John Smith,IN,7495148178,abc@,Laptop,40009,card,2024-04-30,06:18:54
ORD00111,Arjun Sharma,AE,798560553,arjun20@gmail.com,,17160,netbanking,2025-01-22,04:01:26
ORD00170,Priya Brown,US,7161649744,priya79@gmail.com,Monitor,12869,wallet,2024-12-25,25:70:90
ORD00055,Rahul Smith,SG,63839614,rahul54@gmail.com,Mouse,36909,upi,2024-06-28,07:09:39
ORD00231,Riya Sharma,AU,932587274,abc@,Keyboard,47950,wallet,2025-03-01,14:27:54
ORD00151,Riya Sharma,MY,474791082,,Phone,1908,card,2025-01-12,02:19:25
ORD00274,Karan Sharma,MY,715204572,,Headphones,49947,netbanking,2025-08-29,18:39:11
ORD00188,Emma Mehta,US,12345,emma97@gmail.com,Camera,6691,netbanking,2025-06-17,02:22:43
ORD00001,Sneha Mehta,IN,4999623431,sneha119@gmail.com,Laptop,28800,upi,2023-04-24,05:57:53
ORD00228,Rahul Smith,XX,556196361,rahul137@gmail.com,Headphones,4811,cod,2023-11-09,16:59:15
ORD00149,Amit Kumar,XX,8641038895,amit58@gmail.com,Monitor,7832,netbanking,2025-04-24,13:17:32
ORD00007,Priya Patel,IN,8511608618,priya6@gmail.com,Camera,2009,upi,2024-06-21,15:02:48
ORD00045,Priya Mehta,IN,2311676706,priya44@gmail.com,Laptop,6255,upi,2025-11-05,12:24:53
ORD00044,Riya Patel,MY,325356716,riya43@gmail.com,Phone,23632,netbanking,2025-02-08,03:12:16
ORD00039,Karan Mehta,AE,964572310,karan38@gmail.com,Tablet,24283,cash,2023-10-15,04:51:41
ORD00133,Rahul Brown,XX,170368314,rahul42@gmail.com,Monitor,18469,card,2024-06-03,10:40:17
ORD00026,Sneha Sharma,US,0811343280,sneha25@gmail.com,Mouse,27682,netbanking,2025-01-23,11:40:08
ORD00260,Karan Smith,AE,761024005,karan169@gmail.com,,32377,netbanking,2025-03-24,15:53:00
ORD00230,Riya Patel,AE,641900064,abc@,Headphones,39367,wallet,2024-04-04,14:34:40
ORD00189,John Smith,SG,66608821,john98@gmail.com,,49462,card,2025-03-08,14:30:28
ORD00294,Rahul Smith,GB,8707595073,,Tablet,27318,cash,2023-08-24,19:47:43
ORD00211,Rahul Sharma,AU,238754462,rahul120@gmail.com,Headphones,3405,card,2023-07-24,25:70:90
ORD00179,Arjun Iyer,GB,8333411383,,Monitor,28454,netbanking,2023-07-28,01:38:32
ORD00048,Amit Iyer,US,7757774641,amit47@gmail.com,Camera,30638,cash,2024-10-21,12:36:36
ORD00178,Arjun Sharma,AE,380751160,arjun87@gmail.com,Monitor,-1000,upi,2023-05-15,03:12:06
ORD00194,Rahul Brown,MY,,rahul103@gmail.com,Monitor,47301,upi,2024-05-20,04:49:16
ORD00187,Emma Kumar,AE,857618549,emma96@gmail.com,Monitor,11897,bitcoin,2023-10-19,03:33:34
ORD00278,Rahul Patel,AE,511672228,rahul187@gmail.com,Mouse,13226,  card  ,2025-11-09,02:23:58
ORD00001,Sneha Kumar,SG,35823060,sneha128@gmail.com,Monitor,44213,upi,2025-09-29,03:31:25
ORD00256,Amit Brown,IN,7148517797,amit165@gmail.com,Monitor,40650,paypal,2025-05-17,05:32:37
ORD00272,Amit Smith,GB,0191937240,abc@,Laptop,24593,cash,2023-11-12,22:33:49
ORD00193,Arjun Singh,AE,,arjun102@gmail.com,Mouse,34179,netbanking,2024-06-09,18:41:58
ORD00286,Rahul Mehta,XX,70175803,rahul195@gmail.com,Keyboard,47749,cash,2024-07-02,06:16:43
ORD00252,Amit Iyer,AE,,amit161@gmail.com,Keyboard,29663,cod,2025-03-13,07:05:22
ORD00253,Amit Sharma,GB,5829557329,amit162@gmail.com,Mouse,1022,cod,2024/31/15,02:42:26
ORD00002,Ananya Patel,IN,9610571012,ananya1@gmail.com,Tablet,1491,upi,2025-05-31,18:30:16
ORD00112,Amit Smith,IN,0778266959,amit21@gmail.com,Monitor,35073,paypal,2024-11-16,11:45:39
ORD00243,John Patel,MY,560678752,john152@gmail.com,,48570,cod,2024-09-11,02:29:13
ORD00095,Karan Smith,AE,709916828,abc@,Mouse,32451,cash,2024-07-15,09:07:07
ORD00075,John Brown,SG,70101176,john74@gmail.com,Keyboard,34398,cod,2025-12-20,22:47:00
ORD00186,Riya Smith,SG,99701637,riya95@gmail.com,,28470,netbanking,2023-02-26,13:44:45
ORD00297,Sneha Smith,IN,6686413918,abc@,Laptop,45550,netbanking,2025-03-14,12:04:16
ORD00288,Priya Mehta,GB,4569785057,,Monitor,1228,card,2023-01-27,22:15:27
ORD00259,Priya Mehta,MY,12345,priya168@gmail.com,Camera,35070,netbanking,2025-05-07,10:57:05
ORD00058,Arjun Kumar,MY,981105577,arjun57@gmail.com,Camera,9968,card,2024-05-07,05:41:43
ORD00062,Ananya Brown,IN,4521374152,ananya61@gmail.com,Camera,18303,wallet,2025-09-12,19:02:03
ORD00141,Emma Singh,GB,0213321107,,Tablet,33047,cash,2025-04-17,06:39:31
ORD00172,John Smith,IN,12345,john81@gmail.com,Laptop,12487,netbanking,2023-06-05,06:31:00
ORD00010,Riya Kumar,MY,602858882,riya9@gmail.com,Headphones,32876,cash,2025-01-25,07:57:36
ORD00042,John Smith,SG,95302273,john41@gmail.com,Monitor,28186,cod,2023-01-30,11:41:59
ORD00247,Karan Mehta,MY,915045812,karan156@gmail.com,Keyboard,42613,  card  ,2025-09-28,13:44:07
ORD00041,Ananya Smith,IN,6506615770,ananya40@gmail.com,Phone,2590,cod,2024-12-23,11:20:49
ORD00016,Sneha Smith,US,8945021067,sneha15@gmail.com,Tablet,31381,netbanking,2023-03-29,15:34:09
ORD00183,John Singh,AE,097248546,john92@gmail.com,Tablet,8878,wallet,2025-05-21,24:61:10
ORD00263,Emma Sharma,SG,12345,emma172@gmail.com,Phone,31793,cod,2023-09-28,05:46:32
ORD00152,Ananya Patel,SG,12345,ananya61@gmail.com,Tablet,33271,card,2023-11-13,19:06:24
ORD00150,Priya Sharma,GB,5370850416,priya59@gmail.com,Tablet,6193,wallet,2025-02-30,03:08:49
ORD00199,Arjun Kumar,AU,932904541,arjun108@gmail.com,Laptop,14771,upi,2025-05-26,24:61:10
ORD00148,Ananya Smith,IN,5654688409,ananya57@gmail.com,Keyboard,9885,netbanking,2023-12-10,25:70:90
ORD00162,Rahul Mehta,AE,872475229,rahul71@gmail.com,Laptop,31598,upi,2024/31/15,08:18:29
ORD00229,John Sharma,IN,7435455557,,Tablet,24899,wallet,2024-06-02,14:42:31
ORD00280,Ananya Sharma,IN,12345,ananya189@gmail.com,Headphones,28975,card,2024-04-28,22:11:10
ORD00181,Arjun Patel,US,9817717980,,Phone,21637,upi,2025-01-04,15:27:31
ORD00060,Sneha Smith,MY,393295795,sneha59@gmail.com,Laptop,42868,wallet,2024-11-20,14:42:03
ORD00054,Amit Iyer,GB,3478293282,amit53@gmail.com,Keyboard,32777,cod,2023-09-01,03:19:40
ORD00268,Priya Sharma,MY,12345,priya177@gmail.com,Phone,32306,upi,2025-12-10,09:01:48
ORD00116,Emma Iyer,AE,535149663,emma25@gmail.com,Mouse,43709,paypal,2023-07-27,11:32:17
ORD00296,Arjun Brown,AE,12345,arjun205@gmail.com,Phone,35897,netbanking,2024-03-26,07:13:26
ORD00120,John Kumar,AE,791561940,john29@gmail.com,Laptop,1660,cod,2023-08-15,25:70:90
ORD00279,Amit Singh,IN,2256989869,amit188@gmail.com,Headphones,39153,cash,2024-01-21,12:90:80
ORD00030,Emma Kumar,IN,8818154473,emma29@gmail.com,Laptop,6232,cash,2023-07-26,14:53:24
ORD00037,John Smith,SG,05475489,john36@gmail.com,Headphones,13120,card,2023-03-23,11:03:37
ORD00043,Arjun Mehta,SG,84153018,arjun42@gmail.com,Tablet,33988,cash,2025-09-22,16:26:25
ORD00245,Emma Mehta,IN,,emma154@gmail.com,Monitor,42600,card,2023-09-11,04:05:59
ORD00217,Amit Patel,IN,5755800634,amit126@gmail.com,Camera,40387,crypto,2024-02-14,18:00:59
ORD00242,Amit Patel,US,2581707702,amit151@gmail.com,Camera,6360,upi,2025-02-30,22:44:18
ORD00134,Emma Kumar,SG,12345,emma43@gmail.com,Mouse,34510,upi,2025-06-02,06:11:35
ORD00132,Sneha Kumar,AU,216539239,sneha41@gmail.com,Camera,-1000,netbanking,2023-03-10,23:36:49
ORD00261,Rahul Kumar,US,6481099864,rahul170@gmail.com,Mouse,31254,bitcoin,2025-01-07,15:39:44
ORD00129,Sneha Iyer,SG,79090396,sneha38@gmail.com,Monitor,22783,crypto,2023-11-12,14:04:42
ORD00221,Emma Mehta,IN,6751965542,emma130@gmail.com,Laptop,44133,bitcoin,2025-08-21,17:18:52
ORD00293,Karan Mehta,GB,1176661790,karan202@gmail.com,Camera,22529,cod,2024/31/15,22:04:15
ORD00057,Riya Sharma,AU,245277417,riya56@gmail.com,Monitor,23089,upi,2023-09-12,07:22:59
ORD00076,Sneha Mehta,GB,2292994417,sneha75@gmail.com,Laptop,5995,upi,2025-10-23,02:16:26
ORD00088,Sneha Sharma,SG,38832464,sneha87@gmail.com,Tablet,38408,cash,2023-01-11,09:35:16
ORD00094,Amit Mehta,GB,4385374889,amit3@gmail.com,,21301,cod,2025-10-06,19:22:55
ORD00258,Arjun Smith,XX,2693993222,arjun167@gmail.com,Phone,24423,card,2025-07-11,20:31:09
ORD00145,Rahul Kumar,US,3739470777,rahul54@gmail.com,Keyboard,4231,  card  ,2025-04-01,03:39:36
ORD00276,Sneha Sharma,US,1685927457,sneha185@gmail.com,Laptop,44189,  card  ,2023-04-26,22:33:07
ORD00255,Priya Iyer,SG,33804725,priya164@gmail.com,Laptop,ten thousand,cod,2024-11-01,13:43:57
ORD00066,Karan Sharma,IN,9651234637,karan65@gmail.com,Mouse,13382,netbanking,2024-11-08,09:59:30
ORD00154,Sneha Iyer,AU,460784810,sneha63@gmail.com,Headphones,16534,bitcoin,2023-02-10,02:07:42
ORD00169,John Patel,AU,283211693,abc@,Camera,11075,cash,2023-03-19,13:11:38
ORD00140,John Singh,SG,29729896,john49@gmail.com,Keyboard,8837,card,2024-10-18,24:61:10
ORD00158,Sneha Sharma,MY,160334645,sneha67@gmail.com,Monitor,ten thousand,netbanking,2024-04-01,16:25:44
ORD00008,Karan Brown,GB,5026125310,karan7@gmail.com,Camera,35327,upi,2023-10-27,20:49:58
ORD00287,Karan Brown,XX,697857279,karan196@gmail.com,Phone,40835,upi,2025-01-01,20:40:15
ORD00077,Riya Mehta,MY,127298994,riya76@gmail.com,Headphones,32738,cod,2024-08-14,05:12:49
ORD00204,Sneha Mehta,MY,,sneha113@gmail.com,Laptop,49483,cod,2023-07-31,06:03:42
ORD00003,Rahul Kumar,AE,587398950,rahul2@gmail.com,Camera,42446,netbanking,2025-06-08,21:34:40
ORD00299,Amit Smith,US,5991720610,amit208@gmail.com,Mouse,3258,card,2024-03-07,25:70:90
ORD00165,Sneha Iyer,AU,542318122,sneha74@gmail.com,,5945,cod,2025-09-19,22:10:57
ORD00092,Rahul Singh,GB,4458649283,rahul1@gmail.com,Keyboard,37963,bitcoin,2025-04-20,07:01:10
ORD00020,Amit Smith,US,2333033160,amit19@gmail.com,Laptop,27115,cod,2024-10-21,17:01:02
ORD00246,Amit Iyer,MY,096043181,amit155@gmail.com,Tablet,4768,crypto,2025-02-01,16:27:16
ORD00032,Arjun Patel,AE,019649083,arjun31@gmail.com,Mouse,20508,netbanking,2024-11-23,00:42:09
ORD00001,Priya Kumar,AE,229347150,priya24@gmail.com,Laptop,31099,netbanking,2024-10-26,15:40:07
ORD00117,Arjun Iyer,MY,512714209,,Camera,5273,wallet,2023-07-19,20:46:47
ORD00035,Ananya Smith,AU,965266110,ananya34@gmail.com,Keyboard,10076,cod,2023-10-06,22:42:37
ORD00038,Riya Mehta,IN,6219139628,riya37@gmail.com,Phone,32088,netbanking,2024-04-19,20:50:33
ORD00271,Ananya Smith,AE,839297940,ananya180@gmail.com,Monitor,-1000,upi,2024-07-28,14:57:18
ORD00146,Arjun Mehta,XX,18646194,arjun55@gmail.com,Camera,12208,card,2025-08-26,13:50:32
ORD00001,Arjun Patel,IN,6410688550,arjun0@gmail.com,Tablet,8951,upi,2024-11-14,22:15:10
ORD00034,Ananya Mehta,AU,131708403,ananya33@gmail.com,Laptop,10335,cod,2025-12-11,03:45:03
ORD00091,Riya Sharma,GB,4446018051,riya0@gmail.com,Mouse,4835,netbanking,2024-03-21,12:90:80
ORD00130,John Mehta,GB,,john39@gmail.com,Phone,4084,wallet,2024-06-02,19:00:46
ORD00225,Amit Smith,AU,251504706,,Mouse,12196,card,2023-05-16,12:22:50
ORD00053,Sneha Kumar,SG,27295609,sneha52@gmail.com,Monitor,20476,wallet,2025-06-03,23:38:10
ORD00137,Emma Brown,AU,104880623,emma46@gmail.com,Keyboard,ten thousand,card,2023-09-01,16:09:50
ORD00226,Karan Singh,GB,9525428934,karan135@gmail.com,Camera,-1000,wallet,2024-08-05,04:55:28
ORD00284,Riya Patel,AU,,riya193@gmail.com,Tablet,47547,card,2024-08-30,12:50:47
ORD00212,Ananya Mehta,AE,,ananya121@gmail.com,Camera,13754,netbanking,2025-07-28,02:27:19
ORD00285,Karan Patel,SG,,karan194@gmail.com,Headphones,26707,cod,2023-11-03,11:03:25
ORD00138,Arjun Mehta,GB,1195713452,arjun47@gmail.com,Tablet,ten thousand,cash,2024-08-06,14:47:13
ORD00001,Rahul Kumar,AU,186186383,rahul116@gmail.com,Tablet,39371,netbanking,2024-08-16,14:06:11
ORD00021,Ananya Kumar,SG,24145380,ananya20@gmail.com,Headphones,10118,wallet,2024-04-05,13:14:32
ORD00180,Rahul Singh,GB,7806371177,rahul89@gmail.com,Tablet,8473,paypal,2024-12-26,11:41:01
ORD00208,Ananya Sharma,GB,6876499779,ananya117@gmail.com,Laptop,34696,  card  ,2024-08-08,04:01:45
ORD00006,Riya Singh,GB,2876700273,riya5@gmail.com,Laptop,16900,upi,2024-07-10,13:40:26
ORD00017,Karan Iyer,US,9078949056,karan16@gmail.com,Keyboard,45188,cash,2024-06-02,09:10:26
